Country/Region,unit,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Cyprus,MtCO2e,0.80,1.29,1.11,1.18,1.21,1.23,1.36,1.28,1.31,1.35,1.39,1.33,1.32,1.36,1.39,1.00,0.88,0.90,0.88,0.76,0.67,0.56,0.46,0.53,0.68,0.61,0.60,0.62,0.56
Gabon,MtCO2e,0.14,0.20,0.27,0.31,0.41,0.45,0.46,0.51,0.53,0.48,0.52,0.53,0.34,0.36,0.34,0.54,0.63,0.52,0.68,0.77,0.91,1.03,1.10,1.22,1.19,1.17,1.23,0.49,0.50
Armenia,MtCO2e,3.81,3.99,1.38,2.00,0.64,0.51,0.45,0.85,0.97,1.03,0.72,0.80,0.80,0.99,1.10,1.36,1.44,1.17,1.34,0.96,0.52,0.60,0.67,0.66,0.57,0.41,0.40,0.45,0.46
Brunei,MtCO2e,0.13,0.14,0.17,0.17,0.19,0.20,0.23,0.27,0.20,0.17,0.14,0.12,0.13,0.13,0.12,0.12,1.90,1.85,1.93,0.97,0.43,0.47,0.54,0.42,0.34,0.41,0.32,0.42,0.37
Bhutan,MtCO2e,0.04,0.04,0.07,0.04,0.06,0.07,0.09,0.17,0.17,0.16,0.16,0.13,0.15,0.10,0.02,0.09,0.08,0.07,0.10,0.05,0.07,0.09,0.13,0.18,0.23,0.20,0.29,0.35,0.37
Fiji,MtCO2e,0.09,0.10,0.11,0.12,0.12,0.12,0.12,0.13,0.12,0.12,0.13,0.14,0.13,0.17,0.37,0.27,0.27,0.31,0.23,0.24,0.23,0.22,0.20,0.20,0.19,0.25,0.28,0.28,0.29
Cameroon,MtCO2e,0.17,0.15,0.14,0.15,0.14,0.16,0.15,0.16,0.15,0.17,0.19,0.19,0.21,0.20,0.20,0.18,0.23,0.29,0.31,0.38,0.36,0.37,0.39,0.41,0.43,0.22,0.23,0.23,0.23
Bahamas,MtCO2e,0.54,0.54,0.70,0.58,0.56,0.58,0.55,0.22,0.57,0.55,0.53,0.45,0.45,0.41,0.39,0.23,0.10,0.10,0.04,0.10,0.13,0.19,0.43,0.42,0.31,0.25,0.21,0.18,0.19
Gambia,MtCO2e,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.01,0.01,0.09,0.09,0.11,0.09,0.14,0.14,0.14,0.14,0.15
Benin,MtCO2e,0.03,0.02,0.03,0.03,0.02,0.03,0.15,0.18,0.14,0.16,0.16,0.15,0.15,0.14,0.15,0.14,0.13,0.13,0.12,0.15,0.15,0.17,0.16,0.25,0.46,0.40,0.40,0.33,0.12
Republic of Congo,MtCO2e,0.04,0.06,0.05,0.04,0.03,0.03,0.03,0.02,false,false,0.00,0.01,0.01,0.04,0.02,0.02,0.03,0.03,0.07,0.06,0.03,0.04,0.12,0.10,0.07,0.12,0.09,0.11,0.11
Liberia,MtCO2e,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0.06,0.04,0.03,0.02,0.01,0.04,0.06,0.10,0.05,0.10,0.09,0.11,0.10,0.10
Barbados,MtCO2e,0.09,0.08,0.05,0.04,0.04,0.04,0.05,0.04,0.05,0.05,0.05,0.05,0.04,0.04,0.04,0.05,0.05,0.05,0.07,0.19,0.07,0.06,0.09,0.06,0.07,0.05,0.05,0.06,0.06
Belize,MtCO2e,0.04,0.05,0.03,0.03,0.04,0.05,0.03,0.04,0.03,0.04,0.08,0.15,0.17,0.11,0.07,0.08,0.14,0.13,0.09,0.27,0.13,0.05,0.08,0.05,0.05,0.05,0.06,0.05,0.05
Democratic Republic of the Congo,MtCO2e,0.86,false,false,false,false,false,false,false,false,false,0.04,0.06,0.07,0.10,0.11,0.13,0.14,0.14,0.14,0.13,0.14,0.14,0.13,0.13,0.13,0.05,0.07,0.05,0.04
Djibouti,MtCO2e,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.03,0.03,0.03,0.02,0.02,0.03
Central African Republic,MtCO2e,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02
Eritrea,MtCO2e,false,false,0.02,0.04,0.05,0.06,0.05,0.05,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.03,0.03,0.02,0.02,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02
Dominica,MtCO2e,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.01,0.01,0.01,0.03,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
Burundi,MtCO2e,0.03,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.05,0.04,0.02,0.02,0.02,0.00,0.01,0.00,0.01,0.01,0.01,0.01,0.01,0.01,0.00,0.00,0.00,0.00,0.00
